subID	modeli	name	eta	Mp	wp	nll	nllsd	success	iterations
38	4	dDNa	1	8.56210656017065	-0.037821688503027	272.630372858581	0.0294960092976692	2	17
38	5	dDNb	1	1.50414663736426	0.32120509129052	271.620936162034	0.0245505170197417	1	18
38	6	dDNc	1	8.98224993785844	-0.0454208733513952	272.880439242719	0.0367912417246506	1	19
38	7	dDNd	1	2.20919485092163	0.281247806549072	271.837879283486	0.0280306321779117	2	17
39	1	McFadden	28.74609375	NaN	NaN	269.240729570602	0.0354376135640884	2	9
39	2	Model2	28.9804457187653	NaN	NaN	269.272446143263	0.0387425082129028	2	15
39	3	DN	1	11.1597521781921	0.18043007850647	268.366364667462	0.0344980779997621	2	11
39	4	dDNa	1	14.3966300219297	0.143528047949076	268.660831353725	0.0283621373203012	2	17
39	5	dDNb	1	14.1890735819936	0.147568438947201	268.637821158404	0.0312331711165785	2	11
39	6	dDNc	1	14.6957497799202	0.14493914680279	268.634172097779	0.0298163561648618	2	26
39	7	dDNd	1	17.2771612054436	0.115655000938568	268.56747004978	0.0289547286597839	1	19
40	1	McFadden	14.5133666992188	NaN	NaN	177.29345296954	0.075451877234984	2	12
40	2	Model2	14.1828784704208	NaN	NaN	178.183097121087	0.0818579622325556	1	21
40	3	DN	1	4.73022461022765e-05	0.306736373901367	160.373019546923	0.0310950374844869	2	16
40	4	dDNa	1	0.00380859375000853	0.30140380859375	157.483061157779	0.0355438246439793	2	12
40	5	dDNb	1	2.86102299185131e-07	0.291417264938355	160.08973622387	0.0437808782202044	1	23
40	6	dDNc	1	0.00380859375000853	0.3037109375	157.561668257826	0.0367030723119524	2	11
40	7	dDNd	1	4.73022461022765e-05	0.288657188415527	160.08989660678	0.0458454114464563	2	11
41	1	McFadden	59.7422270536423	NaN	NaN	350.345162746747	0.032610068603275	2	16
41	2	Model2	59.1811951637268	NaN	NaN	350.176936821256	0.0274079741259362	2	13
41	3	DN	1	2.86102299185131e-07	0.63210751414299	349.017089710755	0.0363623858303428	2	21
41	4	dDNa	1	1.16327222376131	0.607075553381583	349.051313294219	0.0310565852015687	2	19
41	5	dDNb	1	2.86102299185131e-07	0.625987339019775	348.938047924992	0.0316486503107629	2	11
41	6	dDNc	1	1.06170858771293e-08	0.627926246705465	349.040366139002	0.0249123751850234	2	13
41	7	dDNd	1	0.0045932423687276	0.613931456313003	348.973151165683	0.0304406506043958	2	21
42	1	McFadden	3.72995124866721	NaN	NaN	249.005844578747	0.0372953453866621	1	18
42	2	Model2	2.9980148151517	NaN	NaN	249.901478940704	0.0320172595068921	1	19
42	3	DN	1	2.5423096922493	0.0957910480460746	248.783851924624	0.0254851567229276	1	22
42	4	dDNa	1	1.96348848342896	0.0977482795715332	249.735626806195	0.0388050496575691	2	11
42	5	dDNb	1	3.00320458933712	-0.00501049626618627	249.935881324112	0.045199022587518	2	11
42	6	dDNc	1	2.0503133431077	0.0920763894915581	249.705883471062	0.0357263527982439	2	11
42	7	dDNd	1	3.26894167065621	-0.0195148922502995	249.898436122503	0.0271512679996233	2	11
43	1	McFadden	7.74271925512912	NaN	NaN	262.169754303255	0.0315195682468124	2	20
43	2	Model2	7.88700615912676	NaN	NaN	263.069667870179	0.0358099988072045	2	14
43	3	DN	1	18.4744180440903	-0.440562772750855	259.967880009851	0.0317780470253736	2	18
43	4	dDNa	1	22.2768229618669	-0.655083401501179	257.706224740555	0.0295435542074676	2	19
43	5	dDNb	1	22.880171585083	-0.66488391160965	259.08348635577	0.033417964350536	2	14
